_id,name,louvain_comm
9613,Arjun Gupta,7
12731,Sneha Bhat,0
702,Rahul Bose,7
1669,Nisha Gowda,1
703,Dev Reddy,7
2631,Dev Mehta,3
6636,Pooja Patel,12
704,Dev Mehta,7
3791,Ananya Deshmukh,8
11964,Tanvi Gupta,7
705,Pooja Gupta,7
706,Jahnvi Gowda,7
11304,Sagar Bose,7
13199,Harsh Banerjee,7
709,Arjun Agarwal,7
6713,Aarohi Khan,12
10664,Sagar Iyer,7
4099,Sagar Verma,8
710,Ira Joshi,7
2795,Ira Banerjee,3
11072,Siddharth Banerjee,7
711,Ira Mukherjee,7
10935,Sanya Chatterjee,7
8465,Aditi Reddy,5
712,Yash Agarwal,7
9429,Varun Mukherjee,7
2893,Diya Reddy,3
713,Ankit Joshi,7
4695,Zoya Nair,2
971,Aman Reddy,0
4153,Kunal Verma,8
6277,Dev Agarwal,10
714,Ishita Chatterjee,7
2488,Aisha Gupta,3
13457,Varun Banerjee,7
3714,Aarav Gowda,8
715,Sanya Nair,7
717,Pooja Verma,7
2796,Kabir Bhat,3
718,Priya Iyer,7
8948,Ishita Verma,5
11244,Aisha Gupta,7
9474,Aman Nair,7
720,Rahul Kapoor,7
14461,Nikhil Gowda,7
721,Rahul Iyer,7
13594,Tanvi Joshi,7
12436,Ankit Gowda,7
12755,Rohan Reddy,7
11965,Pooja Mukherjee,7
726,Ira Joshi,7
7290,Aarohi Deshmukh,13
1238,Priya Singh,0
4701,Dev Gupta,2
728,Aakash Chatterjee,7
12377,Mira Singh,7
729,Nikhil Kapoor,7
12357,Jahnvi Sharma,7
730,Diya Patel,7
731,Ankit Deshmukh,7
14136,Rohit Sharma,7
12134,Riya Verma,7
8506,Aman Deshmukh,5
733,Kavya Deshmukh,7
6737,Sagar Sharma,12
2844,Aarohi Iyer,3
737,Sanya Iyer,7
8014,Kunal Chatterjee,6
5062,Varun Gowda,9
738,Sneha Sharma,7
12944,Arjun Banerjee,0
2998,Kavya Chatterjee,3
8218,Aarav Gupta,6
3068,Nikhil Mehta,4
6841,Zoya Patel,12
2653,Yash Kapoor,3
740,Aman Nair,7
1896,Mira Singh,1
13353,Varun Nair,7
741,Aman Iyer,7
11908,Sagar Joshi,0
5114,Ira Sharma,9
8239,Sanya Gupta,6
742,Ira Banerjee,7
743,Pooja Gowda,7
746,Naveen Kapoor,7
12717,Zoya Reddy,7
2565,Ishita Banerjee,3
747,Ira Reddy,7
13568,Aarav Banerjee,7
748,Priya Joshi,7
749,Arjun Deshmukh,7
8026,Riya Iyer,6
750,Yash Agarwal,7
4633,Pooja Khan,2
9684,Rajat Reddy,3
4963,Aisha Patel,2
752,Dev Reddy,7
10174,Kavya Mukherjee,7
12107,Aisha Mehta,7
12432,Vikram Singh,0
9727,Rohit Joshi,7
12036,Rahul Banerjee,7
754,Diya Mehta,7
14360,Yash Patel,7
755,Priya Gowda,7
8750,Priya Mehta,5
757,Rohan Sharma,7
8346,Ishita Patel,0
759,Rohan Khan,7
7092,Mira Khan,13
13304,Neha Gowda,7
761,Aarav Iyer,7
4817,Diya Gupta,2
13440,Rohit Khan,7
1595,Zoya Khan,0
763,Ananya Patel,7
1168,Mira Nair,0
6998,Ananya Verma,13
5213,Rohan Joshi,9
7761,Nikhil Iyer,6
7063,Naveen Kapoor,13
764,Ankit Mehta,7
6151,Vikram Chatterjee,10
8997,Diya Khan,5
766,Tanvi Gowda,7
11030,Vikram Singh,7
767,Sneha Chatterjee,7
768,Priya Iyer,7
769,Sagar Bose,7
14251,Kavya Deshmukh,7
770,Jahnvi Kapoor,7
5581,Jahnvi Khan,9
771,Kabir Reddy,7
772,Siddharth Patel,7
10622,Ankit Mukherjee,7
773,Jahnvi Banerjee,7
9446,Kabir Gowda,7
4790,Harsh Gupta,2
5425,Ira Mukherjee,9
775,Naveen Khan,7
8828,Naveen Mehta,4
1383,Rohit Iyer,0
776,Naveen Kapoor,7
11691,Tanvi Nair,7
14835,Naveen Chatterjee,7
777,Harsh Deshmukh,7
6670,Sneha Singh,12
1214,Ira Sharma,0
14698,Ishita Kapoor,7
13375,Nisha Iyer,7
3403,Rahul Kapoor,4
9877,Rohan Chatterjee,7
780,Aarav Sharma,7
7084,Aditi Singh,13
11228,Varun Verma,7
1380,Diya Reddy,0
13871,Pooja Khan,7
784,Meera Reddy,7
10385,Rajat Gupta,4
785,Arjun Agarwal,7
6838,Aakash Khan,12
787,Tanvi Iyer,7
10301,Riya Joshi,7
10638,Vikram Agarwal,7
8956,Rahul Patel,0
788,Aakash Iyer,7
12940,Nisha Chatterjee,7
11550,Ananya Mehta,7
11642,Jahnvi Chatterjee,7
790,Rajat Khan,7
791,Rohan Bose,7
11147,Arjun Khan,7
9059,Aakash Deshmukh,0
11811,Meera Kapoor,7
1606,Aakash Gupta,0
795,Diya Agarwal,7
8237,Sanya Gupta,6
5141,Dev Agarwal,9
12644,Sanya Sharma,7
12005,Rohan Verma,1
1970,Diya Singh,1
796,Siddharth Nair,7
798,Mira Gupta,7
799,Dev Mukherjee,7
3496,Varun Joshi,4
801,Aarohi Khan,7
802,Ankit Mukherjee,7
803,Jahnvi Joshi,7
13006,Nikhil Singh,7
5477,Pooja Reddy,9
3712,Vikram Singh,8
12383,Aakash Sharma,7
1630,Kabir Bose,0
804,Tanvi Banerjee,7
2544,Arjun Khan,3
806,Mira Mehta,7
1757,Jahnvi Mukherjee,1
1026,Yash Gupta,0
5851,Sneha Chatterjee,10
807,Naveen Bhat,7
5154,Ira Banerjee,9
12834,Sagar Deshmukh,7
4554,Arjun Banerjee,2
10276,Tanvi Nair,7
9560,Aakash Mukherjee,7
808,Naveen Singh,7
809,Neha Iyer,7
7632,Naveen Chatterjee,6
810,Zoya Joshi,7
811,Harsh Gowda,7
10055,Aisha Mehta,7
812,Nikhil Gupta,7
5934,Aakash Reddy,10
814,Ankit Bose,7
815,Aisha Joshi,7
1567,Diya Gupta,0
816,Riya Gupta,7
7631,Riya Iyer,6
8619,Jahnvi Gowda,5
12889,Ishita Gupta,7
817,Nisha Gowda,7
818,Siddharth Bose,7
11556,Mira Nair,7
5663,Ankit Banerjee,9
819,Jahnvi Patel,7
8805,Rohan Mehta,5
10182,Varun Joshi,1
1491,Yash Mukherjee,0
11842,Ishita Mehta,7
14857,Harsh Khan,3
824,Aarav Gowda,7
825,Sagar Singh,7
826,Aisha Khan,7
827,Zoya Patel,7
11700,Neha Reddy,7
10239,Pooja Joshi,7
4443,Kavya Gupta,8
8351,Kabir Gowda,0
11949,Aarav Sharma,7
11372,Naveen Agarwal,12
1130,Tanvi Banerjee,0
831,Pooja Gowda,7
7986,Kunal Nair,6
10859,Siddharth Mukherjee,12
833,Siddharth Kapoor,7
3022,Siddharth Iyer,3
6755,Sagar Gowda,12
5082,Kunal Reddy,9
6232,Ira Deshmukh,10
835,Ananya Gupta,7
9008,Rahul Mukherjee,5
2207,Naveen Nair,1
837,Zoya Mukherjee,7
9055,Sanya Mehta,5
12292,Ananya Deshmukh,7
3631,Mira Sharma,4
839,Naveen Bhat,7
12980,Kunal Kapoor,4
9120,Kavya Nair,7
7730,Aisha Iyer,6
843,Aman Sharma,7
11660,Yash Banerjee,7
844,Aakash Gupta,7
10727,Kavya Nair,7
2129,Ananya Mehta,1
1626,Aisha Gupta,0
13287,Ananya Verma,0
12338,Pooja Singh,12
845,Aakash Reddy,7
6868,Nisha Iyer,12
6352,Sanya Singh,10
12454,Rohit Kapoor,7
2862,Riya Patel,3
847,Neha Singh,7
7272,Aman Iyer,13
7599,Varun Singh,6
3678,Aisha Deshmukh,8
6885,Jahnvi Nair,12
848,Aman Verma,7
849,Ananya Chatterjee,7
2955,Nikhil Agarwal,3
852,Nisha Chatterjee,7
5661,Vikram Bose,9
8901,Zoya Nair,10
13721,Aditi Singh,7
3948,Sanya Joshi,8
855,Ankit Agarwal,7
1594,Dev Deshmukh,0
9052,Ankit Mukherjee,5
856,Ankit Gupta,7
4308,Meera Iyer,8
857,Priya Agarwal,7
858,Dev Deshmukh,7
3142,Sneha Deshmukh,4
5897,Dev Bhat,10
860,Rohit Kapoor,7
6933,Ankit Khan,12
10676,Yash Bose,7
862,Nikhil Gowda,7
5580,Aarav Agarwal,9
863,Rohit Sharma,7
3225,Naveen Patel,4
11042,Rahul Reddy,7
6532,Zoya Verma,12
1032,Aarohi Gupta,0
5879,Dev Chatterjee,10
867,Aarav Gupta,7
868,Rohan Gupta,7
869,Naveen Joshi,7
870,Tanvi Mukherjee,7
871,Meera Nair,7
9997,Aarohi Singh,7
11447,Tanvi Singh,7
872,Yash Khan,0
1607,Aakash Patel,0
1114,Rohan Khan,0
10398,Aakash Sharma,0
999,Arjun Mehta,0
1543,Ishita Iyer,0
907,Dev Sharma,0
1122,Ananya Reddy,0
896,Priya Deshmukh,0
906,Sanya Chatterjee,0
925,Rohan Bhat,0
874,Zoya Chatterjee,0
1344,Harsh Singh,0
1534,Yash Gupta,0
3660,Jahnvi Iyer,8
7490,Kunal Chatterjee,13
5305,Aarohi Verma,9
875,Ira Kapoor,0
1346,Ishita Deshmukh,0
1042,Kabir Deshmukh,0
1157,Aditi Reddy,0
4565,Tanvi Mehta,2
1195,Yash Kapoor,0
1053,Vikram Reddy,0
1545,Kabir Mukherjee,0
876,Riya Banerjee,0
3081,Aditi Sharma,4
13781,Aditi Deshmukh,4
1088,Ananya Joshi,0
1023,Siddharth Verma,0
13018,Riya Banerjee,0
14471,Sanya Kapoor,1
877,Kunal Mehta,0
995,Rohit Mukherjee,0
1005,Naveen Reddy,0
1357,Arjun Patel,0
878,Dev Singh,0
1271,Kabir Agarwal,0
1111,Ishita Agarwal,0
10165,Yash Verma,0
1419,Meera Patel,0
1239,Kunal Gupta,0
947,Diya Deshmukh,0
928,Aakash Verma,0
1385,Dev Chatterjee,0
879,Pooja Reddy,0
1120,Ananya Reddy,0
11123,Aditi Gowda,1
946,Vikram Nair,0
13837,Aarohi Mehta,4
1285,Arjun Gupta,0
1514,Arjun Mehta,0
1488,Ananya Mukherjee,0
1410,Aakash Bose,0
1420,Zoya Khan,0
1179,Diya Banerjee,0
1048,Riya Kapoor,0
880,Ira Verma,0
1113,Naveen Gowda,0
4297,Dev Gupta,8
1283,Varun Kapoor,0
12526,Kunal Gowda,1
1158,Sneha Iyer,0
1242,Sneha Iyer,0
881,Nikhil Patel,0
1429,Jahnvi Mukherjee,0
1581,Zoya Mukherjee,0
1116,Harsh Chatterjee,0
882,Ankit Mehta,0
1244,Dev Mehta,0
1312,Aman Sharma,0
883,Ananya Kapoor,0
935,Aarav Mukherjee,0
1416,Rahul Reddy,0
1629,Nikhil Gupta,0
978,Sanya Sharma,0
1339,Ira Mehta,0
1353,Jahnvi Bhat,0
1038,Ankit Sharma,0
1273,Rohit Agarwal,0
884,Varun Chatterjee,0
1232,Pooja Bose,0
3195,Varun Bhat,4
981,Ananya Kapoor,0
974,Aman Khan,0
885,Rohit Gupta,0
1123,Priya Chatterjee,0
1253,Ankit Gowda,0
1228,Sneha Khan,0
7041,Tanvi Patel,13
7071,Aarav Agarwal,13
6734,Harsh Mukherjee,12
10435,Vikram Gowda,1
1045,Harsh Deshmukh,0
887,Riya Singh,0
6722,Dev Bose,12
11936,Aman Bose,0
888,Kavya Bhat,0
1219,Rohit Mehta,0
1070,Aarav Patel,0
1553,Ankit Mehta,0
6715,Sagar Bose,12
1031,Mira Kapoor,0
6354,Meera Bhat,10
1337,Tanvi Gowda,0
889,Sanya Khan,0
1085,Aarav Singh,0
1125,Sneha Gowda,0
13607,Meera Singh,0
890,Nikhil Singh,0
1097,Aakash Kapoor,0
1059,Ishita Nair,0
13668,Ankit Bhat,4
1433,Varun Banerjee,0
891,Priya Gupta,0
1455,Neha Reddy,0
12361,Aman Bose,4
1837,Riya Singh,1
1230,Ira Banerjee,0
892,Sneha Mehta,0
7502,Zoya Reddy,6
1471,Sanya Reddy,0
1115,Riya Banerjee,0
13267,Zoya Patel,0
893,Jahnvi Kapoor,0
1552,Yash Agarwal,0
4740,Nikhil Gowda,2
11595,Ishita Khan,0
894,Sneha Bose,0
9479,Priya Mukherjee,0
1173,Rohit Deshmukh,0
895,Ishita Patel,0
1083,Nikhil Chatterjee,0
1795,Siddharth Patel,1
1257,Aakash Sharma,0
1338,Priya Banerjee,0
1359,Kunal Iyer,0
1584,Rohan Gowda,0
1527,Aditi Verma,0
897,Nikhil Patel,0
1322,Rohan Mehta,0
13232,Zoya Reddy,8
1131,Aarav Bose,0
898,Aisha Nair,0
9974,Aakash Sharma,0
970,Nikhil Gupta,0
1564,Varun Verma,0
1460,Aman Singh,0
1221,Zoya Deshmukh,0
14149,Aisha Bose,0
10901,Sneha Gupta,0
7090,Aisha Verma,13
1292,Tanvi Mehta,0
900,Rohan Sharma,0
13868,Varun Reddy,0
1051,Siddharth Verma,0
1217,Yash Gowda,0
9595,Kavya Chatterjee,3
14847,Sanya Reddy,0
4949,Priya Mukherjee,2
901,Ananya Nair,0
902,Meera Agarwal,0
1438,Naveen Sharma,0
1287,Nikhil Mehta,0
1003,Rahul Bose,0
903,Arjun Agarwal,0
10719,Sneha Mehta,1
904,Kunal Patel,0
1611,Jahnvi Bhat,0
1566,Naveen Singh,0
1391,Siddharth Chatterjee,0
7555,Siddharth Agarwal,6
905,Siddharth Verma,0
1222,Ankit Kapoor,0
10715,Riya Mukherjee,0
3040,Sanya Agarwal,3
1509,Sanya Bhat,0
1360,Sagar Joshi,0
4953,Sagar Mukherjee,2
1486,Rohit Gowda,0
908,Vikram Nair,0
1459,Kabir Banerjee,0
5726,Sagar Gupta,9
909,Sneha Bhat,0
1275,Sneha Sharma,0
1169,Naveen Singh,0
1473,Vikram Verma,0
1055,Aakash Patel,0
910,Sagar Gowda,0
911,Rahul Agarwal,0
1574,Sanya Bhat,0
1350,Nikhil Gupta,0
2902,Pooja Gupta,3
912,Nisha Patel,0
8515,Aditi Nair,1
913,Vikram Iyer,0
1402,Mira Nair,0
914,Aarohi Iyer,0
986,Kunal Bhat,0
1291,Yash Deshmukh,0
1284,Nisha Agarwal,0
1331,Dev Bhat,0
915,Harsh Gowda,0
2408,Yash Gowda,3
1512,Harsh Joshi,0
1014,Aakash Kapoor,0
916,Aakash Gupta,0
14106,Kavya Mukherjee,0
1541,Diya Mehta,0
6774,Dev Banerjee,12
917,Ananya Joshi,0
918,Ira Bhat,0
1446,Kabir Singh,0
919,Naveen Kapoor,0
920,Ira Mehta,0
14161,Mira Kapoor,1
1301,Jahnvi Joshi,0
921,Arjun Chatterjee,0
9364,Meera Reddy,0
1487,Naveen Gupta,0
8317,Jahnvi Mehta,5
13892,Sagar Agarwal,0
922,Kunal Iyer,0
1046,Priya Iyer,0
1456,Kavya Mukherjee,0
923,Diya Mehta,0
5327,Jahnvi Singh,9
13484,Riya Bhat,3
1364,Mira Verma,0
924,Sagar Khan,0
6770,Dev Sharma,12
1018,Naveen Agarwal,0
961,Neha Singh,0
1413,Neha Khan,0
5801,Aarav Banerjee,10
3101,Naveen Deshmukh,4
926,Kavya Gowda,0
927,Neha Gupta,0
931,Diya Gowda,0
929,Rahul Gowda,0
13389,Aman Kapoor,0
1164,Neha Bose,0
1631,Rohan Joshi,0
6358,Neha Gupta,10
930,Ishita Gowda,0
3781,Harsh Bhat,8
13507,Tanvi Gupta,0
14125,Yash Joshi,9
932,Ankit Gupta,0
1094,Tanvi Mukherjee,0
933,Mira Bhat,0
1162,Tanvi Singh,0
936,Sagar Khan,0
1043,Ananya Reddy,0
937,Diya Singh,0
8338,Sagar Gowda,0
1535,Kabir Reddy,0
12153,Arjun Bose,1
10811,Arjun Sharma,0
14755,Naveen Gupta,0
938,Riya Kapoor,0
13576,Siddharth Mehta,4
1941,Rohit Patel,1
7759,Ishita Kapoor,6
2615,Siddharth Mukherjee,3
940,Naveen Bhat,0
969,Siddharth Gupta,0
1323,Sneha Nair,0
1288,Rohan Bhat,0
941,Yash Khan,0
10176,Zoya Chatterjee,0
1469,Mira Iyer,0
1170,Ananya Agarwal,0
8915,Yash Iyer,0
942,Vikram Verma,0
1522,Rohit Patel,0
1248,Nisha Khan,0
1579,Arjun Khan,0
14023,Yash Sharma,3
943,Neha Verma,0
1529,Aakash Sharma,0
944,Ananya Patel,0
1425,Aarohi Agarwal,0
5319,Dev Deshmukh,9
945,Kavya Singh,0
1246,Siddharth Agarwal,0
12817,Mira Nair,1
1050,Naveen Gowda,0
7082,Harsh Sharma,13
1371,Rajat Kapoor,0
1381,Rohan Bose,0
948,Pooja Khan,0
5256,Aakash Iyer,9
949,Yash Bose,0
1062,Aman Mehta,0
11636,Ananya Bhat,0
950,Riya Deshmukh,0
1211,Meera Deshmukh,0
951,Zoya Chatterjee,0
7304,Jahnvi Deshmukh,13
952,Varun Joshi,0
6629,Meera Nair,12
953,Dev Khan,0
1577,Kabir Banerjee,0
1457,Sanya Bhat,0
955,Ishita Singh,0
10125,Riya Joshi,0
956,Rohit Joshi,0
14633,Sanya Sharma,0
957,Aditi Nair,0
13982,Harsh Patel,4
4660,Pooja Agarwal,2
958,Arjun Agarwal,0
9485,Ankit Sharma,4
959,Aditi Verma,0
12909,Siddharth Joshi,4
12073,Neha Reddy,0
1635,Sanya Khan,0
960,Aarohi Agarwal,0
11343,Sagar Iyer,0
1372,Ankit Mehta,0
8099,Ishita Sharma,6
962,Ishita Sharma,0
1082,Kabir Kapoor,0
963,Priya Deshmukh,0
2525,Rohit Joshi,3
964,Priya Bhat,0
1989,Rahul Kapoor,1
1049,Nikhil Nair,0
965,Tanvi Sharma,0
1336,Priya Singh,0
8860,Meera Chatterjee,0
9822,Ishita Mehta,9
966,Aakash Verma,0
967,Rajat Deshmukh,0
968,Sanya Banerjee,0
4390,Kunal Mehta,8
10941,Ishita Joshi,0
972,Riya Agarwal,0
10402,Ira Deshmukh,12
8502,Priya Nair,5
973,Kabir Banerjee,0
1184,Kavya Mehta,0
14046,Harsh Verma,4
5348,Ankit Singh,9
1065,Vikram Chatterjee,0
975,Sneha Reddy,0
9516,Meera Joshi,1
976,Riya Singh,0
7583,Vikram Verma,6
977,Dev Gupta,0
4306,Tanvi Mukherjee,8
10809,Ishita Khan,0
979,Neha Mukherjee,0
11359,Aarohi Banerjee,0
12416,Rajat Mehta,0
14634,Rohit Joshi,0
980,Dev Bhat,0
1523,Rohan Verma,0
982,Vikram Agarwal,0
983,Diya Gupta,0
4979,Tanvi Gowda,2
984,Riya Mehta,0
14842,Rahul Iyer,0
985,Tanvi Deshmukh,0
10036,Vikram Reddy,0
987,Ishita Verma,0
5623,Aakash Mehta,9
14675,Nisha Chatterjee,0
5177,Pooja Reddy,9
988,Aman Iyer,0
4789,Aakash Sharma,2
11037,Ishita Verma,12
989,Sneha Iyer,0
13921,Aman Verma,8
8780,Arjun Patel,5
6873,Naveen Bhat,12
990,Rahul Sharma,0
991,Nikhil Bhat,0
1348,Aarav Khan,0
992,Neha Verma,0
6651,Riya Deshmukh,12
1068,Sagar Reddy,0
994,Nisha Mukherjee,0
3520,Sneha Kapoor,4
13403,Tanvi Nair,4
14040,Jahnvi Verma,0
996,Meera Khan,0
997,Rohan Gowda,0
13330,Tanvi Gupta,1
2160,Aisha Nair,1
998,Aarohi Iyer,0
3675,Harsh Gowda,8
1392,Tanvi Bhat,0
1604,Nisha Kapoor,0
11585,Siddharth Kapoor,4
1001,Aisha Agarwal,0
1002,Zoya Bose,0
4899,Pooja Chatterjee,2
1004,Neha Patel,0
1006,Aditi Reddy,0
14966,Yash Singh,0
1007,Aarohi Sharma,0
11002,Riya Deshmukh,3
10312,Sagar Patel,0
1008,Aisha Gupta,0
1318,Harsh Iyer,0
1009,Yash Patel,0
3428,Varun Gupta,4
1010,Rohit Bose,0
14141,Ira Gupta,0
1011,Jahnvi Kapoor,0
1012,Rohit Reddy,0
10704,Meera Joshi,0
1496,Zoya Sharma,0
14767,Aman Bose,0
3343,Kabir Joshi,4
10555,Rohit Joshi,0
1015,Ishita Gowda,0
1016,Siddharth Kapoor,0
10298,Varun Nair,0
1019,Mira Agarwal,0
1020,Riya Verma,0
1021,Siddharth Singh,0
1022,Sneha Kapoor,0
14894,Diya Bhat,10
5606,Aman Kapoor,9
9450,Neha Joshi,0
14445,Kabir Bose,0
1024,Kavya Reddy,0
8188,Nisha Sharma,6
1102,Meera Chatterjee,0
1025,Ishita Singh,0
5085,Aarohi Gupta,9
11408,Riya Joshi,1
4199,Zoya Gowda,8
4824,Ishita Verma,2
1027,Rohan Reddy,0
10867,Jahnvi Agarwal,0
7488,Ira Agarwal,13
1028,Naveen Khan,0
11828,Aisha Mukherjee,0
8730,Riya Mukherjee,0
1160,Pooja Singh,0
1029,Priya Chatterjee,0
7718,Rohit Gowda,6
12750,Ishita Agarwal,3
9813,Rohit Kapoor,0
1224,Riya Nair,0
13713,Zoya Patel,0
1033,Zoya Kapoor,0
1786,Naveen Banerjee,1
1034,Nikhil Chatterjee,0
9829,Neha Banerjee,9
1093,Ishita Verma,0
1686,Nikhil Iyer,1
1489,Ishita Kapoor,0
1035,Vikram Iyer,0
4047,Meera Joshi,8
5647,Aarav Sharma,9
13239,Aarohi Iyer,0
1036,Ankit Banerjee,0
7261,Harsh Bose,13
1039,Aarav Singh,0
12307,Rohan Nair,0
13254,Neha Singh,0
1040,Ishita Bose,0
4765,Pooja Mukherjee,2
6859,Aarav Bose,12
14297,Aarav Bose,0
7671,Mira Reddy,6
1041,Ishita Reddy,0
8942,Yash Verma,0
3488,Priya Singh,4
1148,Siddharth Patel,0
1044,Siddharth Singh,0
9049,Kavya Chatterjee,5
1454,Rajat Deshmukh,0
7825,Aman Mehta,6
10553,Aakash Verma,0
3755,Rohit Reddy,8
1047,Aarav Bose,0
1186,Rohit Verma,0
14851,Nisha Joshi,2
14718,Aarav Bose,10
10280,Yash Khan,4
4123,Kabir Gowda,8
1052,Kabir Bose,0
13589,Nisha Iyer,10
13689,Ananya Nair,1
5307,Kavya Joshi,9
1054,Jahnvi Kapoor,0
9596,Diya Patel,0
1476,Sagar Patel,0
8481,Aisha Mukherjee,5
12613,Sneha Kapoor,3
14589,Harsh Deshmukh,4
1056,Yash Banerjee,0
6633,Neha Kapoor,12
1057,Sneha Joshi,0
11146,Rohan Deshmukh,0
1468,Ankit Chatterjee,0
13825,Naveen Agarwal,0
6650,Tanvi Mehta,12
1063,Riya Iyer,0
1064,Sneha Joshi,0
5157,Kavya Banerjee,9
1066,Tanvi Verma,0
3427,Sneha Deshmukh,4
12099,Arjun Mehta,0
5215,Aditi Khan,9
9173,Neha Bhat,4
10199,Ankit Joshi,0
14779,Pooja Bose,1
13358,Aarav Sharma,0
1069,Rohan Mehta,0
8922,Rohan Deshmukh,3
8943,Aarav Agarwal,5
12726,Harsh Sharma,0
2352,Sagar Sharma,3
1071,Sneha Mukherjee,0
1072,Diya Khan,0
4837,Meera Gowda,2
1100,Aditi Bhat,0
1073,Rohan Gupta,0
1639,Sagar Reddy,1
1074,Zoya Deshmukh,0
5262,Varun Banerjee,9
9291,Yash Deshmukh,3
1917,Aakash Joshi,1
6741,Sagar Patel,12
1075,Mira Deshmukh,0
6134,Sanya Bose,10
8916,Sagar Gowda,0
13756,Naveen Agarwal,8
1076,Ishita Kapoor,0
10990,Nisha Joshi,0
12212,Ishita Bhat,1
5515,Kavya Singh,9
1079,Ishita Gupta,0
1080,Neha Agarwal,0
6969,Rahul Bose,13
1081,Rohit Patel,0
12016,Tanvi Deshmukh,0
9383,Dev Banerjee,0
1084,Rajat Verma,0
7436,Nikhil Chatterjee,13
5683,Vikram Banerjee,9
1086,Naveen Gupta,0
1087,Kabir Mehta,0
10519,Kavya Kapoor,9
1090,Riya Iyer,0
1091,Ira Gowda,0
6831,Sneha Gowda,12
3569,Aakash Chatterjee,4
13566,Rohan Singh,0
1095,Aisha Singh,0
1096,Neha Mehta,0
13567,Sanya Chatterjee,3
1098,Kunal Nair,0
1255,Kabir Reddy,0
1099,Aakash Gowda,0
4231,Neha Singh,8
1101,Pooja Verma,0
6804,Vikram Bose,12
1764,Rohan Gowda,1
1103,Zoya Sharma,0
4452,Kavya Mehta,8
1104,Zoya Bose,0
7350,Jahnvi Chatterjee,13
12775,Kabir Gowda,0
1105,Dev Iyer,0
12480,Arjun Nair,8
4668,Ananya Verma,2
10173,Aakash Patel,1
1106,Ananya Chatterjee,0
5347,Ishita Mehta,9
12752,Meera Deshmukh,4
9133,Neha Verma,0
2079,Nikhil Joshi,1
1108,Rahul Banerjee,0
5098,Zoya Mukherjee,9
11940,Rohan Nair,1
7736,Rahul Iyer,6
1110,Rajat Bhat,0
7626,Aakash Bose,6
12517,Aarohi Gowda,0
7339,Rohan Patel,13
7463,Nisha Gupta,13
1112,Varun Singh,0
3348,Siddharth Joshi,4
7947,Ankit Chatterjee,6
6821,Yash Iyer,12
14615,Harsh Gowda,1
1117,Kavya Bose,0
1119,Naveen Joshi,0
9342,Nikhil Khan,2
1121,Siddharth Reddy,0
13697,Aarav Verma,0
14521,Ananya Mukherjee,4
6396,Kabir Reddy,10
1124,Meera Sharma,0
2073,Pooja Gupta,1
2676,Rajat Verma,3
7017,Kavya Chatterjee,13
1126,Varun Gupta,0
11959,Vikram Chatterjee,0
2740,Ira Patel,3
1128,Diya Iyer,0
7641,Diya Banerjee,6
13577,Jahnvi Nair,0
2215,Ishita Reddy,1
12786,Meera Chatterjee,0
6034,Neha Nair,10
5889,Ishita Patel,10
4302,Neha Patel,8
1132,Kunal Deshmukh,0
12663,Neha Gowda,1
2889,Tanvi Bose,3
1820,Ananya Reddy,1
4355,Sanya Deshmukh,8
1134,Aarohi Joshi,0
1135,Ishita Singh,0
1136,Sanya Bose,0
5489,Arjun Singh,9
1138,Sanya Iyer,0
1139,Dev Mukherjee,0
1141,Aman Sharma,0
1142,Yash Patel,0
8296,Yash Reddy,5
3689,Pooja Joshi,8
1143,Rahul Patel,0
12130,Nikhil Banerjee,0
1144,Ankit Verma,0
1145,Rahul Iyer,0
1146,Aarohi Nair,0
1515,Priya Iyer,0
1147,Kabir Deshmukh,0
1406,Yash Bhat,0
1149,Aakash Mehta,0
3594,Ankit Gupta,4
14674,Aisha Gupta,9
14163,Ira Kapoor,8
6542,Jahnvi Sharma,12
1150,Ira Agarwal,0
1151,Mira Verma,0
4283,Siddharth Chatterjee,8
1152,Sagar Chatterjee,0
1153,Siddharth Patel,0
7990,Sneha Kapoor,6
1927,Sagar Mehta,1
7497,Aarohi Reddy,13
10161,Rahul Agarwal,2
8229,Riya Bose,6
1154,Nikhil Bhat,0
13247,Yash Reddy,0
7833,Aman Verma,6
1155,Rajat Verma,0
1156,Aditi Patel,0
1183,Aditi Chatterjee,0
14958,Tanvi Bhat,1
1159,Nisha Bhat,0
1172,Riya Joshi,0
1695,Naveen Nair,1
1161,Aarav Singh,0
1163,Rohan Singh,0
3290,Priya Patel,4
8092,Kabir Verma,6
1165,Kavya Banerjee,0
6490,Sanya Deshmukh,12
1166,Varun Iyer,0
8464,Harsh Bhat,5
7951,Pooja Kapoor,6
7905,Yash Khan,6
3653,Priya Agarwal,4
1171,Dev Reddy,0
4255,Sneha Sharma,8
11903,Kunal Singh,0
11480,Kabir Iyer,3
11741,Mira Bose,3
7128,Jahnvi Bhat,13
9979,Rajat Iyer,0
6858,Ira Kapoor,12
1174,Aarav Gowda,0
11837,Aisha Reddy,0
10706,Vikram Nair,0
8335,Varun Singh,5
14257,Aditi Khan,8
1176,Ananya Gupta,0
6506,Aisha Mukherjee,12
1177,Mira Patel,0
10629,Jahnvi Mehta,0
1180,Meera Mehta,0
1181,Ananya Agarwal,0
1182,Tanvi Verma,0
12040,Yash Chatterjee,2
11261,Zoya Agarwal,0
2923,Aisha Mehta,3
3252,Ankit Gowda,4
1435,Ira Khan,0
