_id,name,age,gender,city,state,country,primaryLang,languages,joinedAt,education,profession,interests,purpose,thirdParty,community
851,Sanya Chatterjee,55,female,Mumbai,,India,mr,"mr,en,pa",2024-02-07,undergrad,lawyer,"movies,fitness,travel",socializing,False,1
852,Nisha Chatterjee,58,female,Lucknow,,India,hi,"hi,en,kn",2017-12-15,phd,manager,"fitness,fashion",learning,False,1
853,Sneha Reddy,22,female,Pune,,India,mr,"mr,en,kn",2024-04-01,phd,teacher,"science,art,fashion",news,False,1
854,Pooja Nair,32,female,Thiruvananthapuram,,India,ml,ml,2023-10-22,other,lawyer,"gaming,photography,art",business,False,1
855,Ankit Agarwal,34,male,Bhubaneswar,,India,or,"or,en,pa",2017-05-08,other,doctor,"travel,sports,movies",business,False,1
856,Ankit Gupta,37,male,Patna,,India,hi,hi,2018-04-05,highschool,developer,"politics,reading",socializing,False,1
857,Priya Agarwal,38,female,Kochi,,India,as,"as,en",2021-05-19,undergrad,artist,"travel,fashion",learning,False,1
858,Dev Deshmukh,35,male,Bengaluru,,India,kn,"kn,en",2020-11-10,undergrad,developer,music,networking,True,1
859,Sneha Mukherjee,17,female,Guwahati,,India,as,"as,hi",2018-07-07,highschool,data_scientist,"gaming,reading,cooking",business,True,1
860,Rohit Kapoor,22,male,Bhopal,,India,hi,"hi,en",2020-08-03,phd,developer,"travel,science",socializing,True,1
861,Tanvi Bose,35,female,Chennai,,India,ta,"ta,en",2019-04-27,phd,sales,fitness,news,True,1
862,Nikhil Gowda,32,male,Mumbai,,India,mr,"mr,en,or",2022-10-05,undergrad,engineer,"fashion,music",learning,True,1
863,Rohit Sharma,57,male,Chennai,,India,ta,"ta,en",2020-04-17,other,other,"art,music",networking,False,1
864,Sagar Kapoor,16,male,Guwahati,,India,as,"as,en",2021-11-04,postgrad,data_scientist,"reading,nature",learning,True,1
865,Tanvi Agarwal,31,female,Bhubaneswar,,India,as,"as,en",2018-04-21,undergrad,artist,"nature,photography,music",business,False,1
866,Arjun Reddy,19,male,Lucknow,,India,hi,"hi,en",2016-11-17,undergrad,student,science,gaming,False,1
867,Aarav Gupta,20,male,Bhopal,,India,gu,"gu,en",2018-09-19,phd,data_scientist,cooking,business,False,1
868,Rohan Gupta,47,male,Bhubaneswar,,India,or,"or,en",2017-06-07,other,other,"movies,travel,reading",socializing,False,1
869,Naveen Joshi,56,male,Bhubaneswar,,India,hi,"hi,en",2020-12-27,phd,lawyer,"travel,music",socializing,False,1
870,Tanvi Mukherjee,25,female,Kochi,,India,ml,"ml,en",2020-02-02,phd,lawyer,"nature,fitness",business,False,1
871,Meera Nair,37,female,Hyderabad,,India,bn,"bn,en",2019-07-15,undergrad,manager,"reading,music",networking,False,1
872,Yash Khan,27,male,Hyderabad,,India,kn,"kn,en,bn",2018-07-16,highschool,doctor,"cooking,politics",socializing,False,2
873,Yash Singh,43,male,Bengaluru,,India,kn,kn,2018-02-27,other,doctor,science,business,False,2
874,Zoya Chatterjee,36,female,Lucknow,,India,hi,"hi,en",2019-05-10,undergrad,doctor,"movies,politics,fashion",networking,True,2
875,Ira Kapoor,24,female,Patna,,India,hi,"hi,en",2025-05-08,undergrad,engineer,"reading,fashion,nature",business,False,2
876,Riya Banerjee,24,female,Kolkata,,India,bn,bn,2020-09-15,other,data_scientist,fitness,socializing,False,2
877,Kunal Mehta,34,male,Ahmedabad,,India,gu,"gu,en",2023-01-26,undergrad,teacher,"politics,nature",networking,True,2
878,Dev Singh,21,male,Bhubaneswar,,India,or,or,2016-05-12,phd,teacher,"fitness,tech,photography",news,False,2
879,Pooja Reddy,26,female,Kolkata,,India,bn,"bn,en,kn",2018-12-23,phd,student,sports,networking,True,2
880,Ira Verma,42,female,Mumbai,,India,mr,"mr,en",2020-10-13,postgrad,artist,tech,business,False,2
881,Nikhil Patel,29,male,Bhopal,,India,te,"te,en",2017-08-15,phd,artist,"sports,fitness",gaming,False,2
882,Ankit Mehta,31,male,Hyderabad,,India,pa,pa,2025-07-23,undergrad,developer,fitness,learning,True,2
883,Ananya Kapoor,37,female,Bhubaneswar,,India,or,"or,en,mr",2016-02-26,phd,researcher,movies,news,True,2
884,Varun Chatterjee,52,male,Guwahati,,India,as,"as,en,ml",2024-07-13,undergrad,lawyer,"cooking,science",socializing,False,2
885,Rohit Gupta,22,male,Pune,,India,mr,"mr,en",2024-12-21,highschool,manager,"tech,fashion",learning,False,2
886,Aisha Khan,53,female,Delhi,,India,hi,"hi,mr",2024-02-11,highschool,lawyer,"fashion,movies,politics",networking,False,2
887,Riya Singh,40,female,Thiruvananthapuram,,India,ml,"ml,en,te",2019-10-12,other,data_scientist,art,gaming,False,2
888,Kavya Bhat,29,female,Jaipur,,India,hi,hi,2024-05-06,other,artist,"nature,art,fitness",news,True,2
889,Sanya Khan,47,female,Thiruvananthapuram,,India,ml,ml,2020-09-24,undergrad,teacher,"travel,reading,photography",business,False,2
890,Nikhil Singh,28,male,Kochi,,India,ml,"ml,en,hi",2017-11-27,undergrad,lawyer,"sports,reading",learning,False,2
891,Priya Gupta,16,female,Bhopal,,India,gu,"gu,ta",2021-10-19,postgrad,developer,"gaming,fashion",business,True,2
892,Sneha Mehta,31,female,Patna,,India,hi,"hi,en",2024-10-20,undergrad,artist,"cooking,photography",socializing,False,2
893,Jahnvi Kapoor,56,female,Patna,,India,hi,"hi,en,gu",2020-10-04,phd,teacher,gaming,learning,False,2
894,Sneha Bose,50,female,Kochi,,India,ml,"ml,en",2021-04-15,highschool,doctor,"science,music",socializing,False,2
895,Ishita Patel,60,female,Jaipur,,India,hi,"hi,pa",2021-03-24,undergrad,manager,"cooking,gaming",business,False,2
896,Priya Deshmukh,30,female,Kolkata,,India,bn,"bn,en",2024-05-14,phd,engineer,"reading,tech",learning,False,2
897,Nikhil Patel,31,male,Jaipur,,India,hi,"hi,en",2025-04-08,undergrad,artist,"music,politics",networking,False,2
898,Aisha Nair,55,female,Bhopal,,India,hi,hi,2019-08-18,highschool,lawyer,"art,travel,politics",learning,False,2
899,Aakash Iyer,43,male,Bhopal,,India,hi,"hi,en",2025-09-22,postgrad,manager,"nature,tech,politics",learning,False,2
900,Rohan Sharma,21,male,Bengaluru,,India,kn,"kn,en",2018-02-22,highschool,lawyer,"gaming,photography,science",socializing,False,2
901,Ananya Nair,46,female,Bengaluru,,India,kn,kn,2020-03-17,highschool,artist,"science,movies,politics",business,False,2
902,Meera Agarwal,53,female,Chennai,,India,ta,"ta,en",2017-09-03,highschool,developer,travel,learning,False,2
903,Arjun Agarwal,29,male,Lucknow,,India,ta,"ta,en",2025-07-19,highschool,teacher,"cooking,fashion",socializing,False,2
904,Kunal Patel,59,male,Kochi,,India,ml,"ml,en",2018-12-22,phd,other,"science,travel",gaming,True,2
905,Siddharth Verma,36,male,Hyderabad,,India,te,te,2023-08-18,phd,doctor,"sports,nature",gaming,True,2
906,Sanya Chatterjee,22,female,Thiruvananthapuram,,India,ml,"ml,en",2024-12-06,postgrad,doctor,"fitness,cooking,reading",socializing,True,2
907,Dev Sharma,18,male,Ahmedabad,,India,gu,"gu,en",2023-04-22,postgrad,sales,fitness,socializing,False,2
908,Vikram Nair,33,male,Chennai,,India,ta,"ta,en,mr",2017-11-27,other,manager,"politics,gaming",business,False,2
909,Sneha Bhat,17,female,Mumbai,,India,mr,"mr,en,bn",2018-11-21,undergrad,researcher,"sports,photography",business,False,2
910,Sagar Gowda,23,male,Delhi,,India,hi,hi,2025-07-23,phd,lawyer,"art,fitness",news,False,2
911,Rahul Agarwal,35,male,Bengaluru,,India,ta,"ta,en,or",2017-09-09,postgrad,researcher,science,socializing,False,2
912,Nisha Patel,43,female,Lucknow,,India,hi,hi,2023-11-21,phd,lawyer,"cooking,sports",learning,True,2
913,Vikram Iyer,56,male,Lucknow,,India,mr,"mr,en",2022-11-22,undergrad,engineer,science,gaming,True,2
914,Aarohi Iyer,50,female,Jaipur,,India,hi,"hi,en,ta",2024-09-23,other,artist,"science,cooking",news,False,2
915,Harsh Gowda,60,male,Kochi,,India,ml,"ml,en",2019-05-11,postgrad,lawyer,"sports,politics,movies",learning,True,2
916,Aakash Gupta,54,male,Patna,,India,hi,"hi,en,te",2024-06-18,phd,manager,art,gaming,False,2
917,Ananya Joshi,49,female,Delhi,,India,ta,"ta,en,ml",2022-02-26,other,engineer,"travel,gaming",networking,False,2
918,Ira Bhat,51,female,Kochi,,India,kn,"kn,en,as",2024-08-17,phd,manager,"sports,fitness",business,False,2
919,Naveen Kapoor,19,male,Ahmedabad,,India,gu,gu,2022-01-19,other,engineer,politics,gaming,False,2
920,Ira Mehta,49,female,Hyderabad,,India,te,te,2021-05-02,postgrad,artist,gaming,gaming,True,2
921,Arjun Chatterjee,37,male,Thiruvananthapuram,,India,gu,"gu,en",2016-10-17,postgrad,lawyer,reading,business,False,2
922,Kunal Iyer,27,male,Jaipur,,India,hi,"hi,en,ml",2017-07-04,postgrad,teacher,fitness,gaming,False,2
923,Diya Mehta,55,female,Lucknow,,India,hi,"hi,en",2019-10-07,undergrad,other,"nature,reading,art",gaming,False,2
924,Sagar Khan,40,male,Bengaluru,,India,kn,"kn,en",2016-05-03,undergrad,artist,"fashion,fitness",socializing,False,2
925,Rohan Bhat,55,male,Mumbai,,India,mr,"mr,hi",2017-06-22,undergrad,lawyer,"politics,travel,photography",business,False,2
926,Kavya Gowda,26,female,Kolkata,,India,bn,"bn,en",2022-07-12,phd,other,"fashion,travel",networking,False,2
927,Neha Gupta,17,female,Patna,,India,ml,"ml,en",2018-09-01,undergrad,engineer,photography,business,False,2
928,Aakash Verma,48,male,Ahmedabad,,India,gu,gu,2016-08-16,undergrad,data_scientist,nature,networking,True,2
929,Rahul Gowda,59,male,Thiruvananthapuram,,India,te,"te,en",2016-12-24,postgrad,engineer,photography,socializing,True,2
930,Ishita Gowda,25,female,Ahmedabad,,India,gu,"gu,en",2025-04-24,phd,teacher,cooking,socializing,False,2
931,Diya Gowda,51,female,Bengaluru,,India,kn,"kn,mr",2023-03-23,phd,artist,sports,gaming,False,2
932,Ankit Gupta,30,male,Kolkata,,India,bn,"bn,en,mr",2023-09-01,highschool,doctor,"tech,photography,nature",learning,False,2
933,Mira Bhat,24,female,Bhubaneswar,,India,ta,"ta,en,gu",2024-08-06,highschool,lawyer,"reading,travel,movies",news,False,2
934,Aarav Reddy,46,male,Hyderabad,,India,te,"te,en",2021-09-11,phd,lawyer,"politics,tech,music",gaming,False,2
935,Aarav Mukherjee,51,male,Chennai,,India,ta,"ta,en",2017-08-19,highschool,developer,"photography,travel,reading",networking,True,2
936,Sagar Khan,23,male,Hyderabad,,India,te,te,2021-02-05,undergrad,developer,tech,business,True,2
937,Diya Singh,45,female,Bhubaneswar,,India,kn,"kn,mr",2025-11-28,postgrad,engineer,"sports,gaming",gaming,False,2
938,Riya Kapoor,17,female,Pune,,India,mr,"mr,en",2021-12-28,highschool,lawyer,"fitness,tech,gaming",gaming,True,2
939,Tanvi Agarwal,16,female,Jaipur,,India,ta,"ta,en",2018-02-03,postgrad,data_scientist,"nature,photography,sports",socializing,False,2
940,Naveen Bhat,47,male,Chennai,,India,ta,"ta,en,pa",2016-07-03,highschool,lawyer,science,socializing,False,2
941,Yash Khan,46,male,Hyderabad,,India,te,"te,en,kn",2016-12-09,other,developer,"travel,tech,reading",gaming,False,2
942,Vikram Verma,24,male,Bhopal,,India,kn,"kn,en",2017-07-08,highschool,engineer,reading,business,False,2
943,Neha Verma,39,female,Pune,,India,mr,"mr,en",2023-04-15,phd,sales,sports,networking,False,2
944,Ananya Patel,19,female,Guwahati,,India,as,"as,en",2024-07-06,phd,lawyer,"music,cooking",news,False,2
945,Kavya Singh,32,female,Chennai,,India,mr,"mr,en,kn",2022-06-18,other,doctor,"reading,cooking,fashion",learning,False,2
946,Vikram Nair,25,male,Ahmedabad,,India,gu,"gu,en",2023-03-17,phd,student,fitness,networking,True,2
947,Diya Deshmukh,55,female,Kolkata,,India,bn,"bn,en",2024-06-16,phd,developer,"photography,fashion,movies",networking,False,2
948,Pooja Khan,33,female,Ahmedabad,,India,or,"or,en",2023-10-03,postgrad,sales,"politics,science",news,True,2
949,Yash Bose,25,male,Chennai,,India,ta,"ta,en",2020-10-16,other,other,fitness,business,False,2
950,Riya Deshmukh,41,female,Delhi,,India,hi,"hi,en",2025-06-19,other,data_scientist,nature,news,False,2
951,Zoya Chatterjee,59,female,Patna,,India,as,as,2018-05-07,highschool,lawyer,"politics,sports,movies",networking,True,2
952,Varun Joshi,51,male,Jaipur,,India,ml,"ml,en",2023-02-23,postgrad,teacher,movies,news,True,2
953,Dev Khan,57,male,Pune,,India,mr,"mr,en",2021-06-20,highschool,teacher,"movies,music,cooking",learning,True,2
954,Diya Agarwal,17,female,Jaipur,,India,hi,"hi,en",2025-05-10,postgrad,other,"gaming,reading,tech",learning,False,2
955,Ishita Singh,54,female,Thiruvananthapuram,,India,ml,"ml,en,pa",2025-01-23,postgrad,student,"movies,fashion",socializing,False,2
956,Rohit Joshi,41,male,Chennai,,India,mr,"mr,en",2021-02-23,postgrad,doctor,"tech,politics",socializing,False,2
957,Aditi Nair,43,female,Mumbai,,India,mr,"mr,en",2025-05-25,highschool,other,movies,socializing,False,2
958,Arjun Agarwal,59,male,Hyderabad,,India,te,te,2023-12-13,other,researcher,"movies,nature",networking,False,2
959,Aditi Verma,24,female,Kolkata,,India,or,or,2023-02-27,other,developer,cooking,news,False,2
960,Aarohi Agarwal,34,female,Thiruvananthapuram,,India,ml,"ml,en,mr",2023-12-05,other,artist,"travel,movies",learning,False,2
961,Neha Singh,58,female,Patna,,India,hi,"hi,en",2020-11-10,postgrad,data_scientist,"fitness,fashion",gaming,False,2
962,Ishita Sharma,58,female,Chennai,,India,ta,"ta,en",2024-06-22,other,manager,reading,learning,False,2
963,Priya Deshmukh,17,female,Delhi,,India,kn,"kn,hi",2016-02-06,undergrad,other,nature,networking,False,2
964,Priya Bhat,35,female,Guwahati,,India,as,"as,en",2023-04-01,phd,doctor,"art,photography,music",business,False,2
965,Tanvi Sharma,31,female,Ahmedabad,,India,gu,"gu,en,mr",2016-06-07,highschool,developer,"nature,gaming",socializing,False,2
966,Aakash Verma,17,male,Jaipur,,India,hi,"hi,en",2020-06-23,highschool,doctor,"photography,sports",networking,False,2
967,Rajat Deshmukh,52,male,Hyderabad,,India,te,te,2017-06-02,phd,developer,"fashion,fitness,photography",gaming,False,2
968,Sanya Banerjee,28,female,Pune,,India,as,as,2024-11-04,postgrad,data_scientist,"politics,travel,nature",business,False,2
969,Siddharth Gupta,18,male,Patna,,India,hi,"hi,en",2018-04-28,other,student,"politics,fitness,sports",business,False,2
970,Nikhil Gupta,60,male,Delhi,,India,te,"te,en",2016-10-02,undergrad,engineer,"movies,art",learning,True,2
971,Aman Reddy,40,male,Bengaluru,,India,kn,"kn,en",2019-03-16,postgrad,data_scientist,"politics,reading,movies",news,False,2
972,Riya Agarwal,28,female,Ahmedabad,,India,bn,"bn,en",2020-04-25,phd,other,fitness,news,False,2
973,Kabir Banerjee,27,male,Ahmedabad,,India,bn,"bn,en",2025-05-17,postgrad,manager,"travel,tech,fashion",socializing,False,2
974,Aman Khan,33,male,Jaipur,,India,hi,"hi,en",2022-09-07,undergrad,manager,art,business,False,2
975,Sneha Reddy,36,female,Guwahati,,India,as,"as,en,gu",2019-12-04,postgrad,teacher,"cooking,sports",learning,False,2
976,Riya Singh,43,female,Ahmedabad,,India,ml,"ml,en",2021-12-03,undergrad,data_scientist,"nature,art",learning,True,2
977,Dev Gupta,52,male,Bhopal,,India,hi,"hi,en",2025-10-18,postgrad,engineer,"music,movies,art",news,False,2
978,Sanya Sharma,49,female,Ahmedabad,,India,gu,"gu,en",2024-03-04,other,lawyer,"gaming,travel",networking,False,2
979,Neha Mukherjee,22,female,Lucknow,,India,hi,hi,2017-01-27,postgrad,developer,"science,sports",socializing,False,2
980,Dev Bhat,29,male,Delhi,,India,hi,"hi,en",2021-02-06,other,doctor,"reading,gaming",news,False,2
981,Ananya Kapoor,40,female,Chennai,,India,hi,"hi,en",2018-09-28,phd,teacher,"photography,politics",learning,False,2
982,Vikram Agarwal,53,male,Thiruvananthapuram,,India,ml,ml,2020-03-07,undergrad,artist,music,networking,False,2
983,Diya Gupta,43,female,Kolkata,,India,bn,"bn,en",2022-10-19,other,student,fashion,news,False,2
984,Riya Mehta,45,female,Thiruvananthapuram,,India,ml,"ml,en,bn",2019-12-14,postgrad,teacher,"fashion,music,travel",networking,True,2
985,Tanvi Deshmukh,50,female,Mumbai,,India,mr,"mr,en",2019-06-03,phd,researcher,gaming,business,True,2
986,Kunal Bhat,45,male,Kolkata,,India,bn,"bn,en",2024-08-27,postgrad,doctor,"politics,reading,tech",business,False,2
987,Ishita Verma,16,female,Thiruvananthapuram,,India,ml,"ml,en",2021-01-19,phd,artist,politics,business,True,2
988,Aman Iyer,53,male,Bhopal,,India,hi,"hi,en",2020-02-23,other,student,"movies,sports",news,False,2
989,Sneha Iyer,55,female,Kolkata,,India,mr,"mr,en",2017-06-23,other,student,gaming,socializing,False,2
990,Rahul Sharma,23,male,Lucknow,,India,mr,"mr,en,bn",2023-01-15,other,engineer,art,news,False,2
991,Nikhil Bhat,25,male,Delhi,,India,hi,"hi,en,te",2016-09-04,postgrad,engineer,"science,politics,travel",learning,False,2
992,Neha Verma,54,female,Patna,,India,kn,"kn,gu",2016-07-04,other,artist,"tech,sports,movies",news,False,2
993,Kabir Agarwal,55,male,Kochi,,India,ml,"ml,en,or",2022-07-22,highschool,manager,"gaming,photography,tech",business,True,2
994,Nisha Mukherjee,56,female,Kochi,,India,ml,"ml,en",2021-07-04,undergrad,other,"tech,photography,music",networking,False,2
995,Rohit Mukherjee,34,male,Kochi,,India,hi,hi,2021-04-08,postgrad,other,art,gaming,False,2
996,Meera Khan,38,female,Kochi,,India,ml,"ml,en",2023-01-15,undergrad,lawyer,"fitness,reading",networking,False,2
997,Rohan Gowda,20,male,Bhubaneswar,,India,or,or,2021-03-13,undergrad,artist,"politics,travel",business,False,2
998,Aarohi Iyer,45,female,Pune,,India,te,"te,or",2017-11-26,highschool,manager,"photography,sports",news,False,2
999,Arjun Mehta,54,male,Hyderabad,,India,te,"te,hi",2021-08-05,undergrad,engineer,cooking,networking,False,2
1000,Sagar Iyer,41,male,Bhopal,,India,hi,hi,2022-11-16,postgrad,doctor,"movies,fitness,tech",learning,False,2
1001,Aisha Agarwal,20,female,Guwahati,,India,as,"as,en,te",2020-02-28,other,artist,"art,movies",business,True,2
1002,Zoya Bose,18,female,Kolkata,,India,bn,"bn,en",2022-05-08,other,other,politics,news,False,2
1003,Rahul Bose,45,male,Chennai,,India,ta,"ta,en",2017-07-18,postgrad,artist,tech,news,False,2
1004,Neha Patel,16,female,Mumbai,,India,te,te,2022-04-14,postgrad,sales,"sports,science",learning,False,2
1005,Naveen Reddy,24,male,Lucknow,,India,hi,"hi,en,or",2023-01-21,highschool,developer,"fashion,nature,science",news,False,2
1006,Aditi Reddy,33,female,Jaipur,,India,hi,"hi,en",2021-03-27,undergrad,lawyer,fashion,news,True,2
1007,Aarohi Sharma,30,female,Bengaluru,,India,kn,"kn,en",2023-04-28,other,artist,travel,business,True,2
1008,Aisha Gupta,23,female,Bhubaneswar,,India,or,"or,en",2017-06-09,postgrad,manager,photography,networking,False,2
1009,Yash Patel,43,male,Thiruvananthapuram,,India,ml,"ml,en,as",2025-08-04,highschool,data_scientist,"photography,fitness",socializing,False,2
1010,Rohit Bose,40,male,Guwahati,,India,as,"as,en",2018-09-10,postgrad,data_scientist,"tech,reading,sports",news,True,2
1011,Jahnvi Kapoor,38,female,Kochi,,India,ml,"ml,en,te",2022-05-16,undergrad,doctor,"fitness,sports,nature",gaming,False,2
1012,Rohit Reddy,19,male,Delhi,,India,hi,"hi,en",2024-01-12,undergrad,other,science,business,False,2
1013,Priya Banerjee,16,female,Patna,,India,hi,"hi,en,mr",2024-05-06,highschool,teacher,"cooking,travel,fashion",news,False,2
1014,Aakash Kapoor,56,male,Bhopal,,India,hi,"hi,en,gu",2025-09-09,phd,artist,"politics,photography",business,False,2
1015,Ishita Gowda,33,female,Chennai,,India,ta,"ta,en,pa",2024-04-02,other,lawyer,"fashion,sports",gaming,False,2
1016,Siddharth Kapoor,17,male,Kolkata,,India,bn,"bn,en,kn",2021-04-01,highschool,teacher,"fashion,fitness,movies",news,False,2
1017,Aarohi Chatterjee,56,female,Guwahati,,India,or,"or,en,gu",2019-11-03,highschool,other,"art,cooking,sports",business,True,2
1018,Naveen Agarwal,55,male,Guwahati,,India,as,"as,hi",2023-09-12,undergrad,doctor,cooking,learning,False,2
1019,Mira Agarwal,32,female,Chennai,,India,ta,"ta,en",2019-02-12,undergrad,researcher,"gaming,art,nature",gaming,False,2
1020,Riya Verma,60,female,Thiruvananthapuram,,India,ml,"ml,en",2025-12-10,phd,doctor,photography,business,False,2
1021,Siddharth Singh,42,male,Kochi,,India,ml,"ml,en,te",2017-09-03,postgrad,lawyer,"photography,cooking",networking,True,2
1022,Sneha Kapoor,49,female,Kochi,,India,ml,"ml,as",2018-07-24,other,doctor,"nature,fashion",business,False,2
1023,Siddharth Verma,39,male,Pune,,India,mr,mr,2016-07-25,undergrad,data_scientist,gaming,networking,False,2
1024,Kavya Reddy,45,female,Mumbai,,India,pa,pa,2020-12-18,undergrad,developer,"gaming,fitness,reading",learning,True,2
1025,Ishita Singh,21,female,Thiruvananthapuram,,India,ml,"ml,en",2019-07-02,undergrad,lawyer,"movies,fashion",business,False,2
1026,Yash Gupta,57,male,Lucknow,,India,hi,"hi,en,mr",2023-02-24,undergrad,engineer,"fitness,cooking",learning,True,2
1027,Rohan Reddy,52,male,Pune,,India,hi,"hi,en",2023-08-02,phd,developer,"tech,reading,politics",socializing,False,2
1028,Naveen Khan,55,male,Jaipur,,India,as,"as,en",2021-09-23,phd,researcher,nature,socializing,True,2
1029,Priya Chatterjee,27,female,Thiruvananthapuram,,India,ml,"ml,en",2016-11-27,phd,researcher,"science,gaming",news,False,2
1030,Aarav Joshi,45,male,Pune,,India,mr,"mr,en,hi",2016-08-21,phd,engineer,science,business,False,2
1031,Mira Kapoor,23,female,Pune,,India,mr,"mr,en",2019-10-01,postgrad,researcher,"movies,cooking",gaming,False,2
1032,Aarohi Gupta,24,female,Bhubaneswar,,India,or,"or,ta",2016-04-13,highschool,artist,"art,gaming",networking,True,2
1033,Zoya Kapoor,25,female,Thiruvananthapuram,,India,ml,"ml,en",2020-07-13,postgrad,developer,"travel,fitness,tech",networking,False,2
1034,Nikhil Chatterjee,25,male,Mumbai,,India,mr,"mr,en",2021-04-14,other,sales,"photography,gaming,science",business,False,2
1035,Vikram Iyer,27,male,Pune,,India,mr,"mr,en",2019-11-12,undergrad,artist,art,networking,True,2
1036,Ankit Banerjee,54,male,Kochi,,India,ml,"ml,en",2016-01-14,phd,artist,"reading,music",socializing,False,2
1037,Neha Banerjee,20,female,Pune,,India,pa,"pa,en",2020-12-08,undergrad,other,fashion,learning,False,2
1038,Ankit Sharma,28,male,Jaipur,,India,hi,"hi,ml",2020-03-07,highschool,developer,"fitness,travel,art",gaming,False,2
1039,Aarav Singh,60,male,Thiruvananthapuram,,India,ml,ml,2021-09-14,highschool,researcher,music,news,False,2
1040,Ishita Bose,22,female,Bhopal,,India,bn,"bn,en",2025-01-05,postgrad,student,"music,fitness",networking,False,2
1041,Ishita Reddy,50,female,Bengaluru,,India,kn,"kn,en,ml",2022-08-06,undergrad,teacher,"cooking,politics,music",business,True,2
1042,Kabir Deshmukh,40,male,Hyderabad,,India,or,"or,en",2019-04-19,postgrad,teacher,sports,networking,False,2
1043,Ananya Reddy,36,female,Kochi,,India,as,"as,or",2021-01-14,other,teacher,"tech,cooking,photography",gaming,False,2
1044,Siddharth Singh,38,male,Guwahati,,India,as,"as,en",2018-05-14,undergrad,doctor,photography,business,True,2
1045,Harsh Deshmukh,23,male,Jaipur,,India,hi,"hi,en",2020-02-14,highschool,teacher,sports,news,False,2
1046,Priya Iyer,52,female,Bhopal,,India,hi,"hi,en",2022-01-03,postgrad,data_scientist,"politics,fitness",gaming,False,2
1047,Aarav Bose,30,male,Jaipur,,India,hi,"hi,en",2023-05-27,other,data_scientist,"movies,cooking,gaming",business,False,2
1048,Riya Kapoor,22,female,Patna,,India,hi,"hi,en",2016-11-04,phd,artist,"tech,cooking",networking,False,2
1049,Nikhil Nair,32,male,Guwahati,,India,as,"as,en",2017-09-01,undergrad,researcher,photography,learning,False,2
1050,Naveen Gowda,39,male,Delhi,,India,hi,"hi,en",2025-09-07,highschool,engineer,movies,gaming,False,2
1051,Siddharth Verma,19,male,Hyderabad,,India,te,"te,en",2023-10-27,other,data_scientist,"sports,movies,photography",socializing,True,2
1052,Kabir Bose,42,male,Delhi,,India,kn,"kn,en",2017-11-27,undergrad,lawyer,"tech,reading",learning,True,2
1053,Vikram Reddy,47,male,Kochi,,India,gu,"gu,en,te",2018-03-09,phd,data_scientist,"fashion,art",gaming,True,2
1054,Jahnvi Kapoor,50,female,Kochi,,India,ml,"ml,en",2016-10-20,phd,data_scientist,tech,business,False,2
1055,Aakash Patel,48,male,Kochi,,India,ml,"ml,en",2019-07-25,undergrad,sales,"reading,nature",networking,False,2
1056,Yash Banerjee,18,male,Kochi,,India,ml,"ml,en",2016-07-20,undergrad,lawyer,"politics,science,cooking",news,False,2
1057,Sneha Joshi,38,female,Lucknow,,India,hi,"hi,en,ml",2021-03-23,postgrad,other,art,gaming,True,2
1058,Pooja Bose,30,female,Patna,,India,gu,gu,2020-06-23,highschool,other,"fashion,fitness,sports",news,True,2
1059,Ishita Nair,48,female,Kochi,,India,ml,ml,2018-12-23,highschool,data_scientist,"travel,gaming",socializing,False,2
1060,Neha Kapoor,59,female,Ahmedabad,,India,te,"te,en",2016-12-23,undergrad,lawyer,"politics,fitness",socializing,True,2
1061,Yash Bose,16,male,Thiruvananthapuram,,India,ml,"ml,en",2020-07-09,highschool,teacher,"art,nature",news,False,2
1062,Aman Mehta,21,male,Kochi,,India,ml,"ml,en,hi",2025-05-24,postgrad,data_scientist,"tech,gaming",learning,False,2
1063,Riya Iyer,47,female,Bhopal,,India,ta,"ta,en,gu",2021-06-20,undergrad,student,"gaming,politics,fashion",business,True,2
1064,Sneha Joshi,16,female,Delhi,,India,hi,"hi,en,as",2022-01-12,undergrad,student,fitness,networking,True,2
1065,Vikram Chatterjee,48,male,Hyderabad,,India,te,"te,en,gu",2020-05-14,phd,researcher,"politics,cooking",gaming,False,2
1066,Tanvi Verma,35,female,Patna,,India,hi,"hi,en",2016-12-22,highschool,artist,"tech,reading,art",learning,True,2
1067,Nisha Verma,32,female,Thiruvananthapuram,,India,ml,"ml,en",2022-07-12,undergrad,manager,"gaming,photography",socializing,False,2
1068,Sagar Reddy,38,male,Ahmedabad,,India,ml,ml,2021-12-27,other,manager,photography,news,True,2
1069,Rohan Mehta,48,male,Lucknow,,India,hi,"hi,en",2019-06-01,phd,student,science,learning,True,2
1070,Aarav Patel,33,male,Mumbai,,India,mr,"mr,en,hi",2025-04-06,postgrad,researcher,"reading,tech,nature",gaming,False,2
1071,Sneha Mukherjee,24,female,Kolkata,,India,te,"te,en",2024-08-08,postgrad,sales,"politics,nature,tech",business,True,2
1072,Diya Khan,50,female,Pune,,India,mr,"mr,te",2022-09-12,undergrad,student,cooking,learning,False,2
1073,Rohan Gupta,21,male,Chennai,,India,ta,"ta,kn",2025-01-17,undergrad,artist,"politics,gaming",networking,False,2
1074,Zoya Deshmukh,24,female,Hyderabad,,India,ta,ta,2022-10-26,other,data_scientist,"nature,gaming",news,True,2
1075,Mira Deshmukh,21,female,Chennai,,India,ta,"ta,en",2022-12-09,undergrad,artist,fitness,news,False,2
